k,E0_GPa_mm_minus_k,severity_index,p0_GPa,a_mm,a_over_D,is_valid
0.0556603773584906,95.2527515723271,0.701481060320914,8.18627705198715,0.422162852119376,0.0443448374074975,1
0.0556603773584906,95.7893867924528,0.704065228179773,8.21643426540042,0.421387396590082,0.0442633819947565,1
0.0556603773584906,96.3260220125786,0.706644399329244,8.24653316726443,0.420617685733767,0.0441825300140512,1
0.0556603773584906,96.8626572327044,0.709218611187497,8.27657419424886,0.419853645343258,0.0441022736705103,1
0.0556603773584906,97.3992924528302,0.711787900686935,8.3065577773545,0.419095202574287,0.0440226053124251,1
0.0556603773584906,97.935927672956,0.714352304283143,8.33648434201766,0.418342285913111,0.0439435174278478,1
0.0556603773584906,98.4725628930818,0.716911857963617,8.36635430821204,0.417594825145083,0.0438650026412902,1
0.0556603773584906,99.0091981132076,0.719466597256289,8.3961680905483,0.416852751324123,0.0437870537105171,1
0.0556603773584906,99.5458333333333,0.722016557237857,8.42592609837112,0.416115996743073,0.0437096635234321,1
0.0556603773584906,100.082468553459,0.724561772541911,8.45562873585419,0.4153844949049,0.0436328250950525,1
0.0556603773584906,100.619103773585,0.727102277366879,8.48527640209279,0.414658180494713,0.0435565315645707,1
0.0556603773584906,101.155738993711,0.72963810548378,8.5148694911944,0.413936989352583,0.0434807761924983,1
0.0556603773584906,101.692374213837,0.732169290243804,8.54440839236708,0.413220858447118,0.0434055523578906,1
0.0556603773584906,102.229009433962,0.734695864585719,8.57389349000591,0.412509725849782,0.0433308535556494,1
0.0556603773584906,102.765644654088,0.737217861043105,8.60332516377748,0.411803530709932,0.0432566733939005,1
0.0556603773584906,103.302279874214,0.739735311751429,8.63270378870233,0.411102213230546,0.0431830055914439,1
0.0556603773584906,103.83891509434,0.742248248454953,8.66202973523573,0.410405714644615,0.0431098439752746,1
0.0556603773584906,104.375550314465,0.7447567025135,8.69130336934646,0.409713977192192,0.0430371824781715,1
0.0556603773584906,104.912185534591,0.747260704909049,8.72052505259395,0.409026944098062,0.0429650151363511,1
0.0556603773584906,105.448820754717,0.749760286252208,8.74969514220365,0.408344559550017,0.0428933360871867,1
0.0556603773584906,105.985455974843,0.75225547678852,8.77881399114079,0.407666768677721,0.0428221395669875,1
0.0556603773584906,106.522091194969,0.75474630640465,8.80788194818243,0.406993517532144,0.0427514199088386,1
0.0556603773584906,107.058726415094,0.757232804634423,8.83689935798804,0.406324753065542,0.0426811715404981,1
0.0556603773584906,107.59536163522,0.75971500066474,8.86586656116843,0.405660423111973,0.0426113889823502,1
0.0556603773584906,108.131996855346,0.762192923341356,8.89478389435331,0.405000476368332,0.0425420668454131,1
