k,a_mm,h_mm,p0_MPa,p0_GPa,severity_index
0.911206030150754,0.8517586558456,0.0797477891014221,2574.06179544433,2.57406179544433,0.220571034443739
0.916130653266332,0.864205183651189,0.0818844926735693,2503.59932115085,2.50359932115085,0.214533113803339
0.921055276381909,0.877578438439404,0.0842219077421398,2430.93005107526,2.43093005107526,0.208306093107405
0.925979899497487,0.8920139562535,0.0867929791316196,2355.84199655072,2.35584199655072,0.201871807073496
0.930904522613065,0.907677924437062,0.089638750423757,2278.08715614203,2.27808715614204,0.195209004489539
0.935829145728643,0.924776922623614,0.0928111150049742,2197.37235621438,2.19737235621438,0.188292563343304
0.940753768844221,0.943571797267284,0.0963768022225054,2113.3468588184,2.1133468588184,0.181092428943624
0.945678391959799,0.964397942117075,0.10042331222591,2025.58522194397,2.02558522194397,0.173572145217675
0.950603015075377,0.987695846607671,0.105068035249544,1933.56297876261,1.93356297876261,0.165686770668287
0.955527638190955,1.01405876494849,0.110472793307868,1836.62107441149,1.83662107441149,0.157379830966406
0.960452261306533,1.04431030258847,0.116868077808578,1733.91196713658,1.73391196713658,0.148578700364758
0.965376884422111,1.07963733129388,0.124595681380849,1624.31431199029,1.62431431199029,0.139187290954537
0.970301507537688,1.12183265819189,0.134188876034181,1506.29043181588,1.50629043181588,0.129073839371825
0.975226130653266,1.17377572000123,0.146536720709409,1377.63123649955,1.37763123649955,0.118049048960093
0.980150753768844,1.24049410610447,0.163261657826506,1234.95603819576,1.23495603819576,0.105823228999194
0.985075376884422,1.33189664028413,0.187740120269363,1072.59774589286,1.07259774589286,0.0919107671666334
0.99,1.47169972898662,0.228653782811041,879.581046043339,0.879581046043339,0.0753711902123916
